NTACode,income_score,car_score,bus_subway_score,reliability_score,ridership_score,index_score
BX0902,0.8636392127366178,0.5174193548387097,1.0,0.6923882381015112,0.49343254930997604,0.721938
BX0903,0.8320911256225284,0.5896774193548386,1.0,0.7816279989451524,0.8520588226517076,0.813614
BX0904,0.8329344592977538,0.7793548387096774,0.9722,0.740541233346572,0.5480194882806237,0.77923
BX0991,,,,,,0.0
BX1001,0.861869921478797,0.6606451612903226,0.9167,0.7331801855101452,0.37962197174285073,0.716838
BX1002,0.6467286630881968,0.3703225806451612,1.0,0.8173459885664864,0.23340054740979574,0.605029
BX1003,0.6501874707967223,0.5058064516129032,,,,0.263708
BX1004,0.783559551893512,0.6619354838709677,1.0,0.8651685738754693,0.3831658181823187,0.734685
BX1071,,,,,,0.0
BX1091,,,1.0,,0.3268754391021322,0.265375
BX1101,0.814751501475834,0.6619354838709677,0.9459,0.7599592752508867,0.5771266795694638,0.754674
BX1102,0.6943741666381756,0.567741935483871,0.9592,0.7062670443060151,0.45605954997712705,0.676134
BX1103,0.6679914982848416,0.40774193548387094,1.0,0.6836421781562114,0.19483271022395948,0.590059
BX1104,0.883357835595519,0.7070967741935483,0.9688,0.7421667632507127,0.20954625299948496,0.709253
BX1161,,,1.0,0.7579182289829927,0.48260966345859174,0.41021
BX1201,0.8190821338621264,0.6077419354838709,0.92,0.6982282993488962,0.2863431386611101,0.672322
BX1202,0.7143150193168997,0.5638709677419353,0.9615,0.7441746516715129,0.3623596073334201,0.667751
BX1203,0.6689658905717575,0.5367741935483872,0.9492,0.6072275796298878,0.28935056801043313,0.613391
BX1271,,,1.0,0.6075557555636153,0.21829128317382476,0.334792
BX2691,,,0.9167,0.6457624107765579,0.4063697738299509,0.361478
BX2791,,,1.0,0.8549160113785177,0.643890369050308,0.457015
BX2891,,,,,,0.0
MN0101,0.0818033664968602,0.967741935483871,,,,0.213999
MN0102,0.0882879186752823,0.9625806451612904,0.8,0.8660946889549448,0.15586299565010733,0.535675
MN0191,,,,,,0.0
MN0201,0.3292249307668639,0.9754838709677419,0.8611,0.8254868520424533,0.1465265556662388,0.602751
MN0202,0.1418851926561591,0.944516129032258,0.8511,0.8099246218186866,0.27587985912871554,0.571259
MN0203,0.0974221340900544,0.9651612903225807,0.9216,0.7910378725088651,0.3114008823309301,0.582644
MN0301,0.9593490375739342,0.9393548387096774,0.9767,0.7645248377598085,0.4265714396288984,0.823041
MN0302,0.6948186262778215,0.9406451612903226,,,,0.361834
MN0303,0.6217420538593912,0.96,,,,0.347436
MN0401,0.4341003111217477,0.9612903225806452,0.9367,0.7567893895636025,0.3734969347694521,0.676341
MN0402,0.5427535984136209,0.9548387096774194,0.9828,0.7626982949653776,0.31353514545225625,0.700328
MN0501,0.025690336991578,0.9496774193548387,0.8636,0.7449210294670505,0.27945277219534664,0.536707
MN0502,0.2341846444892703,0.9858064516129033,0.8926,0.749221819909299,0.2537144238461126,0.597354
MN0601,0.1527345664239233,0.9432258064516129,,,,0.226829
MN0602,0.3337151127673881,0.9793548387096774,0.9024,0.7027815322390873,0.6118275404127579,0.687562
MN0603,0.3861385574435593,0.9509677419354838,,,,0.286728
MN0604,0.2339994529727511,0.9483870967741935,0.9216,0.7512553285569525,0.5689490958378564,0.658975
MN0661,,,,,,0.0
MN0701,0.1130978836883311,0.944516129032258,0.9474,0.7967494389965067,0.48461747952947215,0.623094
MN0702,0.2884770989321572,0.9509677419354838,0.9592,0.8363849822748373,0.6928002881115062,0.718171
MN0703,0.4127918903210366,0.9638709677419355,0.963,0.7809542686800559,0.671057373957008,0.739927
MN0801,0.4289149486592134,0.9483870967741935,,,,0.296906
