route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q115,BPPA6-BP_A6-Weekday-01,44402164-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071816,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402165-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071929,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402166-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071848,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402167-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071927,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402168-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071947,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402169-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071839,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402170-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071845,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402171-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071848,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402172-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071943,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402173-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071932,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402174-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071839,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402175-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071947,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402176-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071845,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402177-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071949,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402178-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071943,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402179-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071932,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402180-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071925,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402181-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071947,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402182-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071845,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402183-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071949,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402184-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071970,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402185-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071945,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402186-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071982,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402187-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071946,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402188-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071944,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402189-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071943,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402190-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071970,Q1150022
