"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"1400000US36021001300","Census Tract 13; Columbia County; New York","55089","24482",
"1400000US36021001400","Census Tract 14; Columbia County; New York","54024","13580",
"1400000US36021001500","Census Tract 15; Columbia County; New York","86250","16089",
"1400000US36021001600","Census Tract 16; Columbia County; New York","113611","40041",
"1400000US36021001700","Census Tract 17; Columbia County; New York","99773","22252",
"1400000US36021001800","Census Tract 18; Columbia County; New York","89412","13741",
"1400000US36021001900","Census Tract 19; Columbia County; New York","95104","15935",
"1400000US36021002000","Census Tract 20; Columbia County; New York","97564","12211",
"1400000US36023970100","Census Tract 9701; Cortland County; New York","79063","13483",
"1400000US36023970201","Census Tract 9702.01; Cortland County; New York","88750","11046",
"1400000US36023970202","Census Tract 9702.02; Cortland County; New York","74043","4655",
"1400000US36023970300","Census Tract 9703; Cortland County; New York","73958","10380",
"1400000US36023970400","Census Tract 9704; Cortland County; New York","66875","11509",
"1400000US36023970500","Census Tract 9705; Cortland County; New York","60952","16896",
"1400000US36023970600","Census Tract 9706; Cortland County; New York","45813","18463",
"1400000US36023970700","Census Tract 9707; Cortland County; New York","89229","10902",
"1400000US36023970800","Census Tract 9708; Cortland County; New York","-","**",
"1400000US36023970900","Census Tract 9709; Cortland County; New York","48009","8044",
"1400000US36023971000","Census Tract 9710; Cortland County; New York","83993","18895",
"1400000US36023971100","Census Tract 9711; Cortland County; New York","67258","5592",
"1400000US36023971200","Census Tract 9712; Cortland County; New York","78655","4927",
"1400000US36025970101","Census Tract 9701.01; Delaware County; New York","52118","8676",
"1400000US36025970102","Census Tract 9701.02; Delaware County; New York","79539","20230",
"1400000US36025970200","Census Tract 9702; Delaware County; New York","82925","8817",
"1400000US36025970300","Census Tract 9703; Delaware County; New York","64323","5929",
"1400000US36025970401","Census Tract 9704.01; Delaware County; New York","54030","4692",
"1400000US36025970402","Census Tract 9704.02; Delaware County; New York","50208","14459",
"1400000US36025970501","Census Tract 9705.01; Delaware County; New York","48427","6797",
"1400000US36025970502","Census Tract 9705.02; Delaware County; New York","61350","6937",
"1400000US36025970601","Census Tract 9706.01; Delaware County; New York","48413","21051",
"1400000US36025970602","Census Tract 9706.02; Delaware County; New York","49567","22966",
"1400000US36025970700","Census Tract 9707; Delaware County; New York","69722","14372",
"1400000US36025970800","Census Tract 9708; Delaware County; New York","63043","6131",
"1400000US36025970900","Census Tract 9709; Delaware County; New York","-","**",
"1400000US36025971000","Census Tract 9710; Delaware County; New York","69907","8599",
"1400000US36025971100","Census Tract 9711; Delaware County; New York","58042","7036",
"1400000US36025971200","Census Tract 9712; Delaware County; New York","78021","7449",
"1400000US36025971300","Census Tract 9713; Delaware County; New York","67222","14724",
"1400000US36025971400","Census Tract 9714; Delaware County; New York","62243","11429",
"1400000US36027010000","Census Tract 100; Dutchess County; New York","76426","14922",
"1400000US36027020003","Census Tract 200.03; Dutchess County; New York","118404","12022",
"1400000US36027020004","Census Tract 200.04; Dutchess County; New York","141830","29633",
"1400000US36027020005","Census Tract 200.05; Dutchess County; New York","140219","28650",
"1400000US36027030000","Census Tract 300; Dutchess County; New York","125685","16710",
"1400000US36027040001","Census Tract 400.01; Dutchess County; New York","85833","38797",
"1400000US36027040003","Census Tract 400.03; Dutchess County; New York","99934","35555",
"1400000US36027050102","Census Tract 501.02; Dutchess County; New York","138047","29632",
"1400000US36027050103","Census Tract 501.03; Dutchess County; New York","116196","22145",
"1400000US36027050104","Census Tract 501.04; Dutchess County; New York","170833","42429",
"1400000US36027050203","Census Tract 502.03; Dutchess County; New York","127333","24100",
"1400000US36027050204","Census Tract 502.04; Dutchess County; New York","161667","16623",
"1400000US36027050205","Census Tract 502.05; Dutchess County; New York","117732","18285",
"1400000US36027060100","Census Tract 601; Dutchess County; New York","102045","22020",
"1400000US36027060201","Census Tract 602.01; Dutchess County; New York","108412","15785",
"1400000US36027060202","Census Tract 602.02; Dutchess County; New York","86921","19448",
"1400000US36027060301","Census Tract 603.01; Dutchess County; New York","123456","28253",
"1400000US36027060302","Census Tract 603.02; Dutchess County; New York","96591","7885",
"1400000US36027060400","Census Tract 604; Dutchess County; New York","97045","13456",
"1400000US36027070101","Census Tract 701.01; Dutchess County; New York","109000","21420",
"1400000US36027070102","Census Tract 701.02; Dutchess County; New York","90084","29748",
"1400000US36027070201","Census Tract 702.01; Dutchess County; New York","59688","15202",
"1400000US36027070301","Census Tract 703.01; Dutchess County; New York","88355","18289",
"1400000US36027070401","Census Tract 704.01; Dutchess County; New York","71750","31040",
"1400000US36027080103","Census Tract 801.03; Dutchess County; New York","126375","33849",
"1400000US36027080104","Census Tract 801.04; Dutchess County; New York","109542","17692",
"1400000US36027080201","Census Tract 802.01; Dutchess County; New York","138246","13624",
"1400000US36027080202","Census Tract 802.02; Dutchess County; New York","125708","24236",
"1400000US36027090000","Census Tract 900; Dutchess County; New York","104318","24883",
"1400000US36027100000","Census Tract 1000; Dutchess County; New York","84757","24956",
"1400000US36027110003","Census Tract 1100.03; Dutchess County; New York","154079","23298",
"1400000US36027110004","Census Tract 1100.04; Dutchess County; New York","111250","23199",
"1400000US36027110005","Census Tract 1100.05; Dutchess County; New York","86792","5100",
"1400000US36027120000","Census Tract 1200; Dutchess County; New York","102109","17822",
"1400000US36027130003","Census Tract 1300.03; Dutchess County; New York","82340","22728",
"1400000US36027130004","Census Tract 1300.04; Dutchess County; New York","151667","11963",
"1400000US36027130005","Census Tract 1300.05; Dutchess County; New York","105833","22061",
"1400000US36027140101","Census Tract 1401.01; Dutchess County; New York","64515","12905",
"1400000US36027140201","Census Tract 1402.01; Dutchess County; New York","74545","27567",
"1400000US36027140202","Census Tract 1402.02; Dutchess County; New York","98947","13427",
"1400000US36027140301","Census Tract 1403.01; Dutchess County; New York","66316","13870",
"1400000US36027140302","Census Tract 1403.02; Dutchess County; New York","78633","12653",
"1400000US36027140400","Census Tract 1404; Dutchess County; New York","142602","20498",
"1400000US36027140500","Census Tract 1405; Dutchess County; New York","73875","22485",
"1400000US36027140602","Census Tract 1406.02; Dutchess County; New York","109848","28697",
"1400000US36027140700","Census Tract 1407; Dutchess County; New York","150785","1783",
"1400000US36027140801","Census Tract 1408.01; Dutchess County; New York","106205","18043",
"1400000US36027150003","Census Tract 1500.03; Dutchess County; New York","83060","14744",
"1400000US36027150004","Census Tract 1500.04; Dutchess County; New York","115257","11665",
"1400000US36027150005","Census Tract 1500.05; Dutchess County; New York","142266","28498",
"1400000US36027150006","Census Tract 1500.06; Dutchess County; New York","107411","23750",
"1400000US36027160003","Census Tract 1600.03; Dutchess County; New York","116447","27096",
"1400000US36027160004","Census Tract 1600.04; Dutchess County; New York","138750","37845",
"1400000US36027160005","Census Tract 1600.05; Dutchess County; New York","70496","10298",
"1400000US36027170000","Census Tract 1700; Dutchess County; New York","88578","17666",
"1400000US36027180001","Census Tract 1800.01; Dutchess County; New York","102888","22001",
"1400000US36027190101","Census Tract 1901.01; Dutchess County; New York","138194","53239",
"1400000US36027190102","Census Tract 1901.02; Dutchess County; New York","98544","9682",
"1400000US36027190203","Census Tract 1902.03; Dutchess County; New York","100833","17242",
"1400000US36027190204","Census Tract 1902.04; Dutchess County; New York","124313","15961",
"1400000US36027190301","Census Tract 1903.01; Dutchess County; New York","82137","11032",
"1400000US36027190401","Census Tract 1904.01; Dutchess County; New York","125856","10329",
"1400000US36027190402","Census Tract 1904.02; Dutchess County; New York","79330","14959",
"1400000US36027200001","Census Tract 2000.01; Dutchess County; New York","122431","36861",
"1400000US36027200002","Census Tract 2000.02; Dutchess County; New York","74265","39057",
"1400000US36027210101","Census Tract 2101.01; Dutchess County; New York","120561","45813",
"1400000US36027210201","Census Tract 2102.01; Dutchess County; New York","74953","17397",
"1400000US36027210301","Census Tract 2103.01; Dutchess County; New York","113931","11654",
"1400000US36027220101","Census Tract 2201.01; Dutchess County; New York","39097","16348",
"1400000US36027220102","Census Tract 2201.02; Dutchess County; New York","48449","4244",
"1400000US36027220201","Census Tract 2202.01; Dutchess County; New York","73523","33085",
"1400000US36027220300","Census Tract 2203; Dutchess County; New York","40060","12668",
"1400000US36027220700","Census Tract 2207; Dutchess County; New York","68476","18032",
"1400000US36027220801","Census Tract 2208.01; Dutchess County; New York","62119","29125",
"1400000US36027220901","Census Tract 2209.01; Dutchess County; New York","60500","25205",
"1400000US36027221001","Census Tract 2210.01; Dutchess County; New York","115052","14917",
"1400000US36027221100","Census Tract 2211; Dutchess County; New York","62646","13078",
"1400000US36027300000","Census Tract 3000; Dutchess County; New York","65040","29226",
"1400000US36027410000","Census Tract 4100; Dutchess County; New York","86856","29168",
"1400000US36027610000","Census Tract 6100; Dutchess County; New York","-","**",
"1400000US36027640001","Census Tract 6400.01; Dutchess County; New York","-","**",
"1400000US36027640002","Census Tract 6400.02; Dutchess County; New York","-","**",
"1400000US36029000110","Census Tract 1.10; Erie County; New York","45698","14626",
"1400000US36029000200","Census Tract 2; Erie County; New York","59365","8183",
"1400000US36029000500","Census Tract 5; Erie County; New York","37074","14473",
"1400000US36029000600","Census Tract 6; Erie County; New York","87992","26608",
"1400000US36029000700","Census Tract 7; Erie County; New York","87500","29960",
"1400000US36029000800","Census Tract 8; Erie County; New York","69407","16013",
"1400000US36029000900","Census Tract 9; Erie County; New York","74655","13316",
"1400000US36029001000","Census Tract 10; Erie County; New York","60436","12802",
"1400000US36029001100","Census Tract 11; Erie County; New York","43092","13690",
"1400000US36029001403","Census Tract 14.03; Erie County; New York","23929","11272",
"1400000US36029001404","Census Tract 14.04; Erie County; New York","20974","6687",
"1400000US36029001500","Census Tract 15; Erie County; New York","35913","9312",
"1400000US36029001601","Census Tract 16.01; Erie County; New York","36250","5702",
"1400000US36029001602","Census Tract 16.02; Erie County; New York","41500","38374",
"1400000US36029001700","Census Tract 17; Erie County; New York","29236","27899",
"1400000US36029001900","Census Tract 19; Erie County; New York","51935","8759",
"1400000US36029002300","Census Tract 23; Erie County; New York","41250","17692",
"1400000US36029002400","Census Tract 24; Erie County; New York","44164","5947",
"1400000US36029002502","Census Tract 25.02; Erie County; New York","28241","7286",
"1400000US36029002703","Census Tract 27.03; Erie County; New York","-","**",
"1400000US36029002704","Census Tract 27.04; Erie County; New York","36944","22533",
"1400000US36029002801","Census Tract 28.01; Erie County; New York","38750","19935",
"1400000US36029002802","Census Tract 28.02; Erie County; New York","37694","11361",
"1400000US36029002900","Census Tract 29; Erie County; New York","33438","23992",
"1400000US36029003000","Census Tract 30; Erie County; New York","34952","18120",
"1400000US36029003100","Census Tract 31; Erie County; New York","26716","10832",
"1400000US36029003301","Census Tract 33.01; Erie County; New York","59209","15661",
"1400000US36029003302","Census Tract 33.02; Erie County; New York","35127","7816",
"1400000US36029003400","Census Tract 34; Erie County; New York","46789","17712",
"1400000US36029003501","Census Tract 35.01; Erie County; New York","19947","14440",
"1400000US36029003502","Census Tract 35.02; Erie County; New York","29899","12919",
"1400000US36029003600","Census Tract 36; Erie County; New York","38477","12345",
"1400000US36029003700","Census Tract 37; Erie County; New York","47708","24740",
"1400000US36029003800","Census Tract 38; Erie County; New York","33455","6546",
"1400000US36029003901","Census Tract 39.01; Erie County; New York","-","**",
"1400000US36029004002","Census Tract 40.02; Erie County; New York","37794","25582",
"1400000US36029004003","Census Tract 40.03; Erie County; New York","41392","11934",
"1400000US36029004100","Census Tract 41; Erie County; New York","39205","7907",
"1400000US36029004200","Census Tract 42; Erie County; New York","51250","15636",
"1400000US36029004300","Census Tract 43; Erie County; New York","47427","21955",
"1400000US36029004401","Census Tract 44.01; Erie County; New York","53338","11892",
"1400000US36029004402","Census Tract 44.02; Erie County; New York","30529","12029",
"1400000US36029004500","Census Tract 45; Erie County; New York","91652","26127",
"1400000US36029004601","Census Tract 46.01; Erie County; New York","67153","8267",
"1400000US36029004701","Census Tract 47.01; Erie County; New York","40990","12949",
"1400000US36029004702","Census Tract 47.02; Erie County; New York","41617","7293",
"1400000US36029004800","Census Tract 48; Erie County; New York","100521","25810",
"1400000US36029004901","Census Tract 49.01; Erie County; New York","60474","22670",
"1400000US36029004902","Census Tract 49.02; Erie County; New York","76471","18287",
"1400000US36029005000","Census Tract 50; Erie County; New York","62000","27777",
"1400000US36029005100","Census Tract 51; Erie County; New York","64352","14800",
"1400000US36029005201","Census Tract 52.01; Erie County; New York","105673","30643",
"1400000US36029005202","Census Tract 52.02; Erie County; New York","47115","20196",
"1400000US36029005300","Census Tract 53; Erie County; New York","65208","4482",
"1400000US36029005400","Census Tract 54; Erie County; New York","64870","11284",
"1400000US36029005500","Census Tract 55; Erie County; New York","26250","7528",
"1400000US36029005600","Census Tract 56; Erie County; New York","45750","8462",
"1400000US36029005700","Census Tract 57; Erie County; New York","41694","18925",
"1400000US36029005801","Census Tract 58.01; Erie County; New York","41274","2271",
"1400000US36029005802","Census Tract 58.02; Erie County; New York","47775","15558",
"1400000US36029005900","Census Tract 59; Erie County; New York","38845","8590",
"1400000US36029006100","Census Tract 61; Erie County; New York","50222","14841",
"1400000US36029006301","Census Tract 63.01; Erie County; New York","82019","18035",
"1400000US36029006302","Census Tract 63.02; Erie County; New York","92459","14618",
"1400000US36029006501","Census Tract 65.01; Erie County; New York","70380","12269",
"1400000US36029006601","Census Tract 66.01; Erie County; New York","74437","8526",
"1400000US36029006602","Census Tract 66.02; Erie County; New York","73250","30088",
"1400000US36029006701","Census Tract 67.01; Erie County; New York","53190","22937",
"1400000US36029006702","Census Tract 67.02; Erie County; New York","-","**",
"1400000US36029006801","Census Tract 68.01; Erie County; New York","73827","10302",
"1400000US36029006802","Census Tract 68.02; Erie County; New York","50728","12590",
"1400000US36029006901","Census Tract 69.01; Erie County; New York","58311","22617",
"1400000US36029006903","Census Tract 69.03; Erie County; New York","91042","26516",
"1400000US36029006904","Census Tract 69.04; Erie County; New York","59659","22023",
"1400000US36029007000","Census Tract 70; Erie County; New York","44960","16224",
"1400000US36029007102","Census Tract 71.02; Erie County; New York","53259","22304",
"1400000US36029007103","Census Tract 71.03; Erie County; New York","37230","14185",
"1400000US36029007104","Census Tract 71.04; Erie County; New York","22686","9161",
"1400000US36029007202","Census Tract 72.02; Erie County; New York","43879","10729",
"1400000US36029007303","Census Tract 73.03; Erie County; New York","97656","18537",
"1400000US36029007304","Census Tract 73.04; Erie County; New York","129661","26327",
"1400000US36029007305","Census Tract 73.05; Erie County; New York","112026","12107",
"1400000US36029007306","Census Tract 73.06; Erie County; New York","120258","10083",
"1400000US36029007600","Census Tract 76; Erie County; New York","51087","9549",
"1400000US36029007700","Census Tract 77; Erie County; New York","64805","10043",
"1400000US36029007800","Census Tract 78; Erie County; New York","55781","16922",
"1400000US36029007901","Census Tract 79.01; Erie County; New York","92125","31660",
"1400000US36029007902","Census Tract 79.02; Erie County; New York","98313","7122",
"1400000US36029007903","Census Tract 79.03; Erie County; New York","85250","13499",
"1400000US36029007904","Census Tract 79.04; Erie County; New York","72083","10635",
"1400000US36029007905","Census Tract 79.05; Erie County; New York","79250","5973",
"1400000US36029008001","Census Tract 80.01; Erie County; New York","84688","27868",
"1400000US36029008002","Census Tract 80.02; Erie County; New York","85816","6487",
"1400000US36029008003","Census Tract 80.03; Erie County; New York","70050","25876",
"1400000US36029008101","Census Tract 81.01; Erie County; New York","69335","9010",
"1400000US36029008102","Census Tract 81.02; Erie County; New York","90682","12673",
"1400000US36029008201","Census Tract 82.01; Erie County; New York","60938","14798",
"1400000US36029008202","Census Tract 82.02; Erie County; New York","55613","10879",
"1400000US36029008300","Census Tract 83; Erie County; New York","37875","13041",
"1400000US36029008400","Census Tract 84; Erie County; New York","68025","17039",
"1400000US36029008500","Census Tract 85; Erie County; New York","90321","7152",
"1400000US36029008600","Census Tract 86; Erie County; New York","87684","26150",
"1400000US36029008700","Census Tract 87; Erie County; New York","74006","8000",
"1400000US36029008800","Census Tract 88; Erie County; New York","78550","28804",
"1400000US36029008900","Census Tract 89; Erie County; New York","102300","18476",
"1400000US36029009004","Census Tract 90.04; Erie County; New York","111548","25232",
"1400000US36029009007","Census Tract 90.07; Erie County; New York","185848","19560",
"1400000US36029009008","Census Tract 90.08; Erie County; New York","72793","15683",
"1400000US36029009009","Census Tract 90.09; Erie County; New York","137188","11417",
"1400000US36029009010","Census Tract 90.10; Erie County; New York","123711","12590",
"1400000US36029009011","Census Tract 90.11; Erie County; New York","111897","24142",
"1400000US36029009012","Census Tract 90.12; Erie County; New York","81469","15343",
"1400000US36029009104","Census Tract 91.04; Erie County; New York","131342","12365",
"1400000US36029009106","Census Tract 91.06; Erie County; New York","91144","11170",
"1400000US36029009107","Census Tract 91.07; Erie County; New York","85063","16516",
"1400000US36029009109","Census Tract 91.09; Erie County; New York","72727","29677",
"1400000US36029009110","Census Tract 91.10; Erie County; New York","-","**",
"1400000US36029009112","Census Tract 91.12; Erie County; New York","48233","19802",
"1400000US36029009113","Census Tract 91.13; Erie County; New York","132885","24653",
"1400000US36029009114","Census Tract 91.14; Erie County; New York","102095","7845",
"1400000US36029009115","Census Tract 91.15; Erie County; New York","51373","9740",
"1400000US36029009116","Census Tract 91.16; Erie County; New York","66667","16444",
"1400000US36029009200","Census Tract 92; Erie County; New York","57917","14474",
"1400000US36029009301","Census Tract 93.01; Erie County; New York","48837","6626",
"1400000US36029009302","Census Tract 93.02; Erie County; New York","80997","13756",
"1400000US36029009401","Census Tract 94.01; Erie County; New York","92922","20999",
"1400000US36029009402","Census Tract 94.02; Erie County; New York","116864","6985",
"1400000US36029009501","Census Tract 95.01; Erie County; New York","137455","34049",
"1400000US36029009503","Census Tract 95.03; Erie County; New York","119185","51845",
"1400000US36029009504","Census Tract 95.04; Erie County; New York","83295","14846",
"1400000US36029009601","Census Tract 96.01; Erie County; New York","85625","11490",
"1400000US36029009602","Census Tract 96.02; Erie County; New York","80320","19297",
"1400000US36029009701","Census Tract 97.01; Erie County; New York","67219","26583",
"1400000US36029009702","Census Tract 97.02; Erie County; New York","78696","4052",
"1400000US36029009800","Census Tract 98; Erie County; New York","76750","21542",
"1400000US36029009900","Census Tract 99; Erie County; New York","72214","9726",
"1400000US36029010001","Census Tract 100.01; Erie County; New York","74766","10946",
"1400000US36029010002","Census Tract 100.02; Erie County; New York","53929","15631",
"1400000US36029010003","Census Tract 100.03; Erie County; New York","68011","9552",
"1400000US36029010101","Census Tract 101.01; Erie County; New York","79506","12165",
"1400000US36029010102","Census Tract 101.02; Erie County; New York","45444","8280",
"1400000US36029010103","Census Tract 101.03; Erie County; New York","83524","15978",
"1400000US36029010201","Census Tract 102.01; Erie County; New York","58836","11392",
"1400000US36029010202","Census Tract 102.02; Erie County; New York","62132","20649",
"1400000US36029010300","Census Tract 103; Erie County; New York","60500","31717",
"1400000US36029010400","Census Tract 104; Erie County; New York","54740","18265",
"1400000US36029010500","Census Tract 105; Erie County; New York","59710","13491",
"1400000US36029010600","Census Tract 106; Erie County; New York","77308","11476",
"1400000US36029010700","Census Tract 107; Erie County; New York","62353","10190",
"1400000US36029010803","Census Tract 108.03; Erie County; New York","77041","6817",
"1400000US36029010804","Census Tract 108.04; Erie County; New York","79444","11628",
"1400000US36029010805","Census Tract 108.05; Erie County; New York","85978","3202",
"1400000US36029010807","Census Tract 108.07; Erie County; New York","78889","35693",
"1400000US36029010808","Census Tract 108.08; Erie County; New York","66399","13240",
"1400000US36029010809","Census Tract 108.09; Erie County; New York","91843","6045",
"1400000US36029010901","Census Tract 109.01; Erie County; New York","72875","11866",
"1400000US36029010902","Census Tract 109.02; Erie County; New York","49591","13698",
"1400000US36029011000","Census Tract 110; Erie County; New York","64375","9714",
"1400000US36029011100","Census Tract 111; Erie County; New York","72429","3420",
"1400000US36029011201","Census Tract 112.01; Erie County; New York","118315","31479",
"1400000US36029011202","Census Tract 112.02; Erie County; New York","78472","8469",
"1400000US36029011300","Census Tract 113; Erie County; New York","74701","11393",
"1400000US36029011400","Census Tract 114; Erie County; New York","71060","5029",
"1400000US36029011500","Census Tract 115; Erie County; New York","56736","14511",
"1400000US36029011600","Census Tract 116; Erie County; New York","66362","2484",
"1400000US36029011700","Census Tract 117; Erie County; New York","64922","12045",
"1400000US36029011800","Census Tract 118; Erie County; New York","78125","17944",
"1400000US36029012001","Census Tract 120.01; Erie County; New York","87313","15384",
"1400000US36029012002","Census Tract 120.02; Erie County; New York","100556","20909",
"1400000US36029012003","Census Tract 120.03; Erie County; New York","117656","22262",
"1400000US36029012300","Census Tract 123; Erie County; New York","43733","10700",
"1400000US36029012400","Census Tract 124; Erie County; New York","36940","14189",
"1400000US36029012501","Census Tract 125.01; Erie County; New York","59945","7743",
"1400000US36029012502","Census Tract 125.02; Erie County; New York","70093","13235",
"1400000US36029012800","Census Tract 128; Erie County; New York","69856","14803",
"1400000US36029012902","Census Tract 129.02; Erie County; New York","71708","7115",
"1400000US36029012903","Census Tract 129.03; Erie County; New York","74301","12291",
"1400000US36029012904","Census Tract 129.04; Erie County; New York","80407","21024",
"1400000US36029013001","Census Tract 130.01; Erie County; New York","70410","11062",
"1400000US36029013002","Census Tract 130.02; Erie County; New York","77731","13178",
"1400000US36029013101","Census Tract 131.01; Erie County; New York","83528","11147",
"1400000US36029013103","Census Tract 131.03; Erie County; New York","150773","17169",
"1400000US36029013104","Census Tract 131.04; Erie County; New York","114087","18030",
"1400000US36029013201","Census Tract 132.01; Erie County; New York","89276","10338",
"1400000US36029013202","Census Tract 132.02; Erie County; New York","98199","26020",
"1400000US36029013300","Census Tract 133; Erie County; New York","87212","24431",
"1400000US36029013400","Census Tract 134; Erie County; New York","122500","25347",
"1400000US36029013501","Census Tract 135.01; Erie County; New York","100262","18271",
"1400000US36029013502","Census Tract 135.02; Erie County; New York","173411","28953",
"1400000US36029013600","Census Tract 136; Erie County; New York","103158","12228",
"1400000US36029013701","Census Tract 137.01; Erie County; New York","98395","14210",
"1400000US36029013702","Census Tract 137.02; Erie County; New York","137708","53736",
"1400000US36029013801","Census Tract 138.01; Erie County; New York","101107","20478",
"1400000US36029013802","Census Tract 138.02; Erie County; New York","93190","26195",
"1400000US36029013900","Census Tract 139; Erie County; New York","96600","12697",
"1400000US36029014000","Census Tract 140; Erie County; New York","121917","21818",
"1400000US36029014101","Census Tract 141.01; Erie County; New York","104913","20592",
"1400000US36029014102","Census Tract 141.02; Erie County; New York","130385","25171",
"1400000US36029014204","Census Tract 142.04; Erie County; New York","68542","5415",
"1400000US36029014206","Census Tract 142.06; Erie County; New York","153264","21072",
"1400000US36029014207","Census Tract 142.07; Erie County; New York","100542","31304",
"1400000US36029014208","Census Tract 142.08; Erie County; New York","107746","15853",
"1400000US36029014209","Census Tract 142.09; Erie County; New York","113704","13696",
"1400000US36029014300","Census Tract 143; Erie County; New York","78686","16889",
"1400000US36029014400","Census Tract 144; Erie County; New York","61946","7402",
"1400000US36029014501","Census Tract 145.01; Erie County; New York","85938","22976",
"1400000US36029014502","Census Tract 145.02; Erie County; New York","60404","13202",
"1400000US36029014601","Census Tract 146.01; Erie County; New York","90438","14930",
"1400000US36029014603","Census Tract 146.03; Erie County; New York","139881","29946",
"1400000US36029014605","Census Tract 146.05; Erie County; New York","138269","61206",
"1400000US36029014606","Census Tract 146.06; Erie County; New York","185536","21130",
"1400000US36029014701","Census Tract 147.01; Erie County; New York","147808","22180",
"1400000US36029014703","Census Tract 147.03; Erie County; New York","144220","18593",
"1400000US36029014704","Census Tract 147.04; Erie County; New York","70435","12315",
"1400000US36029014801","Census Tract 148.01; Erie County; New York","45823","9364",
"1400000US36029014804","Census Tract 148.04; Erie County; New York","83832","10382",
"1400000US36029014805","Census Tract 148.05; Erie County; New York","110319","24916",
"1400000US36029014901","Census Tract 149.01; Erie County; New York","70541","11681",
"1400000US36029014903","Census Tract 149.03; Erie County; New York","95915","12309",
"1400000US36029015001","Census Tract 150.01; Erie County; New York","92787","22688",
"1400000US36029015002","Census Tract 150.02; Erie County; New York","88590","18770",
"1400000US36029015003","Census Tract 150.03; Erie County; New York","66198","18404",
"1400000US36029015101","Census Tract 151.01; Erie County; New York","97935","14822",
"1400000US36029015102","Census Tract 151.02; Erie County; New York","84583","33949",
"1400000US36029015201","Census Tract 152.01; Erie County; New York","81103","32849",
"1400000US36029015202","Census Tract 152.02; Erie County; New York","95889","18378",
"1400000US36029015301","Census Tract 153.01; Erie County; New York","86711","6217",
"1400000US36029015302","Census Tract 153.02; Erie County; New York","106250","15888",
"1400000US36029015401","Census Tract 154.01; Erie County; New York","87572","11832",
"1400000US36029015402","Census Tract 154.02; Erie County; New York","65897","8524",
"1400000US36029015501","Census Tract 155.01; Erie County; New York","81108","6350",
"1400000US36029015503","Census Tract 155.03; Erie County; New York","68667","17160",
"1400000US36029015504","Census Tract 155.04; Erie County; New York","59968","6168",
"1400000US36029015600","Census Tract 156; Erie County; New York","89531","23880",
"1400000US36029015700","Census Tract 157; Erie County; New York","100270","22348",
"1400000US36029015800","Census Tract 158; Erie County; New York","84000","29894",
"1400000US36029015900","Census Tract 159; Erie County; New York","71996","20592",
"1400000US36029016200","Census Tract 162; Erie County; New York","56827","14784",
"1400000US36029016300","Census Tract 163; Erie County; New York","30313","6374",
"1400000US36029016400","Census Tract 164; Erie County; New York","46291","22621",
"1400000US36029016500","Census Tract 165; Erie County; New York","66231","9191",
"1400000US36029016600","Census Tract 166; Erie County; New York","28320","12845",
"1400000US36029016700","Census Tract 167; Erie County; New York","40441","7759",
"1400000US36029016801","Census Tract 168.01; Erie County; New York","28250","13521",
"1400000US36029016802","Census Tract 168.02; Erie County; New York","53811","11494",
"1400000US36029016900","Census Tract 169; Erie County; New York","108426","18024",
"1400000US36029017000","Census Tract 170; Erie County; New York","43043","12605",
"1400000US36029017100","Census Tract 171; Erie County; New York","39763","13038",
"1400000US36029017200","Census Tract 172; Erie County; New York","48887","8787",
"1400000US36029017301","Census Tract 173.01; Erie County; New York","113019","9438",
"1400000US36029017302","Census Tract 173.02; Erie County; New York","76250","24670",
"1400000US36029017400","Census Tract 174; Erie County; New York","48299","9528",
"1400000US36029017501","Census Tract 175.01; Erie County; New York","50843","2655",
"1400000US36029017502","Census Tract 175.02; Erie County; New York","71250","11936",
"1400000US36029940000","Census Tract 9400; Erie County; New York","47530","9409",
"1400000US36029940100","Census Tract 9401; Erie County; New York","-","**",
"1400000US36029980000","Census Tract 9800; Erie County; New York","-","**",
"1400000US36029980300","Census Tract 9803; Erie County; New York","-","**",
"1400000US36029980400","Census Tract 9804; Erie County; New York","-","**",
"1400000US36029980500","Census Tract 9805; Erie County; New York","-","**",
"1400000US36029990000","Census Tract 9900; Erie County; New York","-","**",
"1400000US36031960100","Census Tract 9601; Essex County; New York","65278","23723",
"1400000US36031960200","Census Tract 9602; Essex County; New York","72380","18595",
"1400000US36031960300","Census Tract 9603; Essex County; New York","81525","8326",
"1400000US36031960401","Census Tract 9604.01; Essex County; New York","50500","13429",
"1400000US36031960402","Census Tract 9604.02; Essex County; New York","52277","30623",
"1400000US36031960501","Census Tract 9605.01; Essex County; New York","76830","27932",
"1400000US36031960502","Census Tract 9605.02; Essex County; New York","106395","42730",
"1400000US36031960700","Census Tract 9607; Essex County; New York","80000","11630",
"1400000US36031960800","Census Tract 9608; Essex County; New York","69766","25620",
"1400000US36031960901","Census Tract 9609.01; Essex County; New York","53250","13329",
"1400000US36031960902","Census Tract 9609.02; Essex County; New York","84286","16818",
"1400000US36031961001","Census Tract 9610.01; Essex County; New York","64116","13332",
"1400000US36031961002","Census Tract 9610.02; Essex County; New York","58640","14981",
"1400000US36031961100","Census Tract 9611; Essex County; New York","82813","25451",
"1400000US36031961201","Census Tract 9612.01; Essex County; New York","79250","19086",
