NTACode,income_score,car_score,bus_subway_score,reliability_score,ridership_score,index_score
QN0503,0.6453553967657014,0.4774193548387097,1.0,0.36558415323313553,0.4607131063103014,0.603803
QN0504,0.5950687772801349,0.47096774193548385,1.0,0.32702080942860423,0.3731783015473828,0.56665
QN0571,,,0.75,0.24741074519321424,0.487440255425847,0.2846
QN0572,,,1.0,0.0,0.7447344061761731,0.348947
QN0573,,,1.0,0.2780420343732471,0.5704705963796993,0.3558
QN0574,,0.5883870967741935,1.0,0.2506273350362451,0.40541540028748313,0.436355
QN0601,0.6551192633366383,0.7212903225806451,0.9524,0.3785473406720509,0.5157705300107632,0.658454
QN0602,0.5508222503333448,0.7212903225806451,0.8261,0.36183377601448813,0.34371709172566456,0.570202
QN0701,0.6776584954471379,0.37806451612903225,,,,0.245028
QN0702,0.5665777747387375,0.23483870967741927,1.0,0.28251296389559266,0.46865004231027385,0.524719
QN0703,0.5366109382656956,0.29419354838709677,1.0,0.3248339118096264,0.3532059685524063,0.512358
QN0704,0.7866992603735741,0.5793548387096774,1.0,0.2527443447163171,0.41469598118952056,0.633397
QN0705,0.783314529271656,0.5741935483870968,1.0,0.17657161118777898,0.985922881890894,0.734338
QN0706,0.7676387796733791,0.5703225806451613,1.0,0.3327839724226515,0.9230517969193743,0.740502
QN0707,0.8537613821555152,0.8335483870967741,0.9859,0.41006893994845633,0.652991804331594,0.769439
QN0761,,,1.0,0.43045473185063815,0.3668077066592537,0.33793
QN0791,,,,,,0.0
QN0801,0.6529112106396799,0.5135483870967741,1.0,0.19204176214763474,0.6382068607764193,0.622385
QN0802,0.6123514194217465,0.5664516129032258,1.0,0.18850704185267475,0.5548534114897901,0.605625
QN0803,0.6297936111775901,0.44516129032258067,1.0,0.1764796735584961,0.5289957928969953,0.578752
QN0804,0.612320079318951,0.5341935483870968,0.9762,0.16426911429139907,0.3851759767232265,0.556834
QN0805,0.6701568144779879,0.576774193548387,0.95,0.21077632743164992,0.5353308059218564,0.611577
