route_id,NTACode
S46,SI0104
S46,SI0102
S46,SI0101
S76,SI0301
S76,SI0202
S76,SI9592
S76,SI0201
S76,SI0103
S76,SI0102
S76,SI0101
S76,SI0104
S76,SI0203
S54,SI0106
S54,SI0104
S54,SI0105
S54,SI0203
S54,SI0302
S54,SI0301
S51,SI0101
S51,SI0102
S51,SI0103
S51,SI0201
S51,SI0202
S51,SI9592
S51,SI9561
SIM23,MN0502
SIM23,MN0501
SIM23,MN0401
SIM23,
SIM23,SI0305
SIM23,SI0303
SIM23,SI0304
SIM23,SI0302
SIM23,SI0391
SIM24,MN0502
SIM24,MN0501
SIM24,MN0401
SIM24,
SIM24,SI0305
SIM24,SI0303
SIM24,SI0304
SIM24,SI0391
SIM31,MN0604
SIM31,MN0502
SIM31,MN0501
SIM31,MN0602
SIM31,
SIM31,BK1001
SIM31,SI0105
SIM31,SI0203
SIM31,SI0204
SIM31,SI0291
SIM31,SI0302
SIM31,BK1061
SIM31,BK1002
SIM31,BK0703
SIM31,BK0702
SIM31,BK0601
SIM31,MN0301
SIM26,SI0305
SIM26,SI0304
SIM26,SI0303
SIM26,SI0204
SIM26,
SIM26,MN0402
SIM26,MN0502
SIM26,MN0604
SIM26,MN0401
SIM25,SI0305
SIM25,SI0304
SIM25,SI0303
SIM25,SI0391
SIM25,SI0204
SIM25,
SIM25,MN0402
SIM25,MN0502
SIM25,MN0604
SIM25,MN0401
SIM4C,SI0304
SIM4C,SI0303
SIM4C,SI0302
SIM4C,SI0203
SIM4C,SI0204
SIM4C,BK1061
SIM4C,BK1001
SIM4C,BK1002
SIM4C,BK0703
SIM4C,BK0702
SIM4C,BK0601
SIM4C,
SIM4C,MN0102
SIM4C,MN0201
SIM4C,MN0202
SIM4C,MN0501
SIM4C,MN0502
SIM4C,MN6491
SIM4C,SI0291
SIM4C,SI0391
SIM4,SI0303
SIM4,SI0302
SIM4,SI0203
SIM4,SI0204
SIM4,BK1061
SIM4,BK1001
SIM4,BK1002
SIM4,BK0703
SIM4,BK0702
SIM4,BK0601
SIM4,
SIM4,MN0102
SIM4,SI0105
SIM4,SI0291
SIM8,SI0304
SIM8,SI0303
SIM8,SI0302
SIM8,SI0203
SIM8,SI0204
SIM8,
SIM8,MN0402
SIM8,MN0502
SIM8,MN0604
SIM8,SI0291
SIM2,SI0305
SIM2,SI0304
SIM2,SI0303
SIM2,SI0391
SIM2,SI0204
SIM2,SI0203
SIM2,BK1061
SIM2,BK1001
SIM2,BK1002
SIM2,BK0703
SIM2,BK0702
SIM2,BK0601
SIM2,
SIM2,MN0102
SIM2,SI0105
S78,SI0305
S78,SI0304
S78,SI0302
S78,SI9593
S78,SI0301
S78,SI0202
S78,SI0201
S78,SI0103
S78,SI0102
S78,SI0101
S78,SI0104
S74,SI0305
S74,SI0304
S74,SI0303
S74,SI0302
S74,SI0203
S74,SI0301
S74,SI0202
S74,SI0201
S74,SI0103
S74,SI0102
S74,SI0101
S74,SI0104
S74,SI0291
S74,SI0391
S56,SI0304
S56,SI0303
S56,SI0302
S56,SI0203
S56,SI0204
S56,SI0291
S56,SI0391
S55,SI0204
S55,SI0291
S55,SI0302
S55,SI0303
S55,SI0304
S55,SI0305
S55,SI0203
SIM15,SI0302
SIM15,SI0301
SIM15,SI0202
SIM15,SI0201
SIM15,BK1061
SIM15,BK1001
SIM15,BK1002
SIM15,BK0703
SIM15,BK0702
SIM15,
SIM15,MN0102
SIM15,SI0103
SIM15,SI0203
SIM11,SI0301
SIM11,SI0202
SIM11,SI0201
SIM11,BK1002
SIM11,
SIM11,MN0301
SIM11,MN0602
SIM11,MN0501
SIM11,MN0502
SIM11,MN0604
SIM11,BK1001
SIM11,SI0103
SIM1C,SI0302
SIM1C,SI9593
SIM1C,SI0301
SIM1C,SI0202
SIM1C,SI0201
SIM1C,BK1002
SIM1C,
SIM1C,MN0102
SIM1C,MN0201
SIM1C,MN0202
SIM1C,MN0501
SIM1C,MN0502
SIM1C,MN6491
SIM10,SI0302
SIM10,SI9593
SIM10,SI0301
SIM10,SI0202
SIM10,SI0201
SIM10,MN0602
SIM10,MN0501
SIM10,MN0502
SIM10,MN6491
SIM6,SI0302
SIM6,SI9593
SIM6,SI0301
SIM6,SI0202
SIM6,SI9592
SIM6,SI0201
SIM6,BK1002
SIM6,
SIM6,MN0301
SIM6,MN0602
SIM6,MN0501
SIM6,MN0502
SIM6,MN0604
SIM5,SI0302
SIM5,SI9593
SIM5,SI0301
SIM5,SI0202
SIM5,SI9592
SIM5,SI0201
SIM5,BK1061
SIM5,BK1001
SIM5,BK1002
SIM5,BK0703
SIM5,BK0702
SIM5,BK0601
SIM5,
SIM1,MN0201
SIM1,MN0102
SIM1,
SIM1,BK1001
SIM1,SI0103
SIM1,SI0201
SIM1,SI0202
SIM1,SI0301
SIM1,SI0302
SIM1,SI9593
SIM1,BK1002
SIM1,MN0202
SIM5,SI0103
SIM1C,BK1001
SIM1C,SI0103
SIM10,
SIM10,BK1001
SIM10,SI0103
SIM6,BK1001
SIM6,SI0103
SIM7,SI0302
SIM7,SI9593
SIM7,SI0301
SIM7,SI0202
SIM7,SI0201
SIM7,BK1002
SIM7,
SIM7,MN0102
SIM7,MN0201
SIM7,MN0202
SIM7,MN0501
SIM7,MN0203
SIM7,BK1001
SIM7,SI0103
SIM9,SI0302
SIM9,SI9593
SIM9,SI0301
SIM9,SI0202
SIM9,SI9592
SIM9,SI0201
SIM9,BK1002
SIM9,
SIM9,MN0102
SIM9,MN0201
SIM9,MN0202
SIM9,MN0501
SIM9,MN0203
SIM9,BK1001
S79+,BK1001
S79+,SI0103
S79+,SI0201
S79+,SI0202
S79+,SI0301
S79+,SI0302
S79+,SI0204
S79+,SI0291
S79+,SI9593
S79+,BK1061
S57,SI0106
S57,SI0105
S57,SI0203
S57,SI0301
S57,SI0202
S62,SI0204
S62,SI0291
S62,SI0105
S62,SI0104
S62,SI0102
S62,SI0101
S59,SI0302
S59,SI0204
S59,
S59,SI0105
S59,SI0106
S59,SI0305
S59,SI0304
S59,SI0291
S61,SI0204
S61,SI0203
S61,SI0105
S61,SI0104
S61,SI0102
S61,SI0101
S44,SI0204
S44,
S44,SI0106
S44,SI0105
S44,SI0104
S44,SI0101
S44,SI0191
S44,SI0291
S89,
S89,SI0204
S89,SI0291
S89,SI0302
S89,SI0106
SIM22,SI0302
SIM22,SI0391
SIM22,
SIM22,MN0402
SIM22,MN0502
SIM22,MN0604
SIM22,MN0401
SIM22,SI0303
S86,SI0101
S86,SI0102
S86,SI0203
S86,SI0202
S86,SI0301
S96,SI0101
S96,SI0104
S96,SI0106
S96,
S96,SI0204
S96,SI0102
S98,
S98,SI0105
S98,SI0104
S98,SI0102
S98,SI0101
S98,SI0106
S81,SI0101
S81,SI0102
S81,SI0103
S81,SI9561
S81,SI0201
S81,SI0202
S84,SI0101
S84,SI0102
S84,SI0104
S84,SI0203
S84,SI0302
S84,SI0291
S84,SI0391
S84,SI0305
S84,SI0303
S94,SI0204
S94,
S94,SI0106
S94,SI0105
S94,SI0104
S94,SI0101
S94,SI0291
S91,SI0204
S91,SI0203
S91,SI0105
S91,SI0104
S91,SI0102
S91,SI0101
S92,SI0101
S92,SI0104
S92,SI0105
S92,SI0204
S92,SI0291
S92,SI0102
S66,SI0203
S78,SI9592
S74,SI9592
S78,SI0203
S79+,SI9592
